yr_built,bedrooms,bathrooms,sqft_living,waterfront,view,condition,grade,price
2001,4,3.5,3370,0,0,3,10,730000
2002,4,3.25,7420,0,3,3,12,1.95E+06
1995,3,2.25,1800,0,0,3,7,332500
1990,5,3.5,3990,0,0,3,9,650000
2002,4,2.5,4070,0,0,4,8,1.40E+06
1915,4,1.75,1640,0,0,4,7,465000
1990,4,3.25,3730,0,0,3,10,690000
1966,3,1.75,1220,0,0,5,7,289900
2009,3,3.5,3490,0,0,3,9,1.62E+06
1999,3,2.5,1730,0,0,3,7,339950
1972,4,2.75,3430,0,0,4,8,367999
1994,4,2.5,2320,0,0,3,7,380000
1953,3,1.75,2030,0,0,4,7,440000
1977,5,4,4850,0,0,3,10,975000
1968,3,1.5,1340,0,0,3,7,309500
1948,3,1,1130,0,0,5,6,350000
2005,2,2,1180,0,0,3,6,215000
1943,2,1,910,0,0,3,6,254000
1908,3,1.75,1630,0,3,3,7,567000
1943,2,1,710,0,0,4,7,402000
1948,4,1,1520,0,0,2,5,365000
2014,4,2.5,2820,0,0,3,9,625000
1942,4,1.75,1970,0,0,3,7,432000
1968,5,3,2240,0,0,4,8,335500
1956,2,1.75,1860,0,2,5,8,672500
1919,4,1,1780,0,0,5,6,336000
1990,4,2.5,1788,0,0,4,7,294400
1988,3,2.5,1880,0,0,3,8,541900
1977,3,1.75,2300,0,0,4,8,505000
1994,3,2.5,1610,0,0,3,7,255000
1964,6,2.5,2270,0,0,3,7,435000
1925,2,1.75,1230,0,0,5,7,636000
2004,4,3.5,3420,0,0,3,9,655000
1953,3,1.5,1670,0,0,3,7,280500
1946,2,1,1120,0,0,3,7,520000
2005,4,2.5,2580,0,0,3,8,354000
1975,5,2.75,3847,0,2,5,9,810000
1979,4,2.5,3630,0,0,3,9,400000
1979,4,2.75,3580,0,0,3,10,879900
1980,5,4,4050,0,0,4,10,1.29E+06
1992,3,3.5,3240,0,0,3,10,902500
1902,3,1.75,1540,0,0,3,7,900000
2003,4,2.5,2550,0,2,3,7,419500
1953,4,2,2340,0,0,5,8,685000
2004,4,2.5,2320,0,0,3,8,429950
2011,4,2.5,1640,0,0,3,7,464950
1983,2,1,910,0,0,4,6,239900
1990,4,3.25,2550,0,0,3,8,406250
1997,4,2.5,2660,0,0,3,8,447000
1996,3,2.5,1480,0,0,3,7,466800
1962,4,2.5,2810,0,0,5,7,674000
1924,1,1,830,0,0,3,7,525000
1990,3,2.75,3510,0,0,3,10,674950
2004,3,2.5,2480,0,0,3,7,374900
1905,4,3,3720,0,0,5,9,1.44E+06
1984,3,2.25,2150,0,0,3,8,559500
2003,3,2.5,2370,0,0,3,9,522500
1988,5,2.5,4310,0,0,3,10,1.13E+06
1996,5,2.75,2990,0,0,3,8,498500
1930,4,1,1350,0,0,3,8,571000
1992,2,2,2370,0,0,3,7,543000
1985,3,2,1410,0,0,3,7,271920
1949,2,1,1170,0,0,2,6,104950
1999,4,2.5,1800,0,0,3,8,485500
1951,4,2.75,3650,0,2,4,9,1.21E+06
1993,3,1.75,1490,0,0,4,7,260250
1996,4,2.5,3610,0,0,3,10,875909
1959,4,1.75,2050,0,0,4,7,455000
1918,3,1,1092,0,0,3,6,309000
1979,4,2.25,2010,0,0,3,8,229000
1953,3,2,1680,0,0,4,7,250000
1960,4,2,2510,0,0,3,9,600000
2004,4,2.5,2280,0,0,3,8,535000
2001,3,2.5,2510,0,0,3,7,571000
1976,5,2.75,3190,0,3,3,9,1.03E+06
1995,4,3.25,4690,0,2,3,10,600000
1977,3,2.25,1850,0,0,4,7,469500
2001,4,3,4160,0,0,3,11,1.15E+06
1925,4,1.5,2220,0,0,3,8,785000
1991,3,2.5,2870,0,0,3,10,872750
1955,4,2.75,3950,0,3,3,10,900000
2002,2,1.75,1740,0,0,3,8,350000
1975,5,3,4780,0,0,4,10,2.58E+06
1980,4,2.5,3160,0,0,3,10,940000
1955,5,1.75,1990,0,0,3,7,185000
1996,4,3.5,3920,0,0,3,10,850000
1963,3,1,960,0,0,4,7,201000
1980,2,1.5,1540,0,0,3,7,499000
2002,4,2.5,1970,0,0,3,7,315000
1993,3,2.5,1880,0,0,3,8,509950
1964,3,2.75,2000,0,0,3,8,286300
1997,3,2.5,1990,0,0,4,8,590000
1948,4,1,1400,0,0,4,6,325000
1997,4,2.5,3190,0,0,3,9,625000
1947,3,1.5,1000,0,0,3,7,378000
1978,3,1.75,1670,0,0,3,7,239950
1924,4,2,2100,0,0,5,7,550000
1903,2,1,1010,0,0,3,6,325000
1926,4,2.5,2030,0,0,4,7,831000
1950,3,1,1090,0,0,4,6,249000
1976,4,1.75,2440,0,0,3,7,484000
2002,4,3,2500,0,0,3,9,395000
2002,4,2.5,3420,0,0,3,9,839900
1998,4,2.5,2850,0,0,3,8,760000
1927,4,1.5,2030,0,0,4,8,750000
1927,5,3.75,4590,0,0,4,11,3.00E+06
2004,3,2.5,2230,0,0,3,7,440000
1962,2,1.75,1810,0,0,3,8,501000
1978,6,4.5,4000,0,0,3,7,739000
1958,3,1.75,1490,0,0,5,8,685650
1985,4,4.5,4225,0,0,4,11,1.01E+06
1929,4,1.75,2120,0,0,4,8,980000
1968,3,1.5,1030,0,0,4,7,275000
1976,4,1.75,2310,0,0,4,7,319950
1985,3,2.25,1830,0,0,3,8,448500
1913,5,2,2120,0,0,3,7,437000
1966,4,1.5,2500,0,0,4,7,330000
1990,3,2.5,2470,0,0,4,8,365000
1916,2,1,940,0,0,4,6,329000
1964,5,2.75,3260,0,0,3,8,681500
1980,3,2.25,1660,0,0,4,8,566000
1984,4,3,4370,0,0,3,10,897500
1995,3,2.5,2620,0,0,3,9,738000
1968,3,1.75,1500,0,0,3,7,185000
1936,2,1,910,0,1,4,7,445000
1957,3,1.75,1430,0,0,2,6,175000
1941,2,1,900,0,0,3,6,315000
1959,4,1.75,1250,0,0,5,6,445000
1964,5,3,3850,0,0,4,9,1.40E+06
1987,4,2.5,3450,0,0,3,10,832500
2001,4,3.5,3950,0,0,3,10,771150
1939,4,1.5,1950,0,0,3,6,225000
2003,3,2.5,1700,0,0,3,7,389950
2004,3,2.5,2370,0,0,3,7,435000
1929,3,1.75,1600,0,0,3,7,845000
1924,4,1.75,4060,0,0,5,9,1.30E+06
2005,3,2.25,1322,0,0,3,8,350000
1983,3,1.75,1140,0,0,4,7,250000
2007,2,1.5,1280,0,0,3,7,370000
2008,4,2.5,3080,0,0,3,8,750000
1906,2,1.75,1210,0,0,5,7,439950
1962,4,1.75,1950,0,0,3,7,395000
1947,4,1,1450,0,0,3,6,375000
1991,3,2.25,1590,0,0,4,7,263000
1959,3,1,1240,0,0,4,7,185000
1974,3,1,1440,0,0,3,7,500000
1993,4,2.5,3470,0,0,3,10,920000
2001,7,3.75,5100,0,0,3,10,936000
1952,3,1.75,2430,0,2,4,8,1.50E+06
1948,3,2.25,2420,0,0,3,8,1.10E+06
1990,3,2.5,1510,0,0,3,7,247000
1947,3,1,1200,0,0,2,7,289500
2002,3,2.5,2240,0,0,3,7,432500
1920,3,1.75,1870,0,0,4,7,680000
1932,3,1,1110,0,0,5,7,589000
1914,4,2,3210,0,0,5,7,756450
1975,3,1.75,2090,0,0,3,8,536650
1994,3,2.25,1320,0,0,3,7,540000
1960,3,1.75,1340,0,0,4,7,385000
1941,3,1,1020,0,0,3,7,485000
1980,3,2,1220,0,0,4,7,240000
1980,3,2,1220,0,0,4,7,415500
1915,3,2,1390,0,0,5,7,550000
1900,4,2,2970,0,0,4,9,1.26E+06
1990,2,2,1440,0,0,4,7,430000
1953,2,1.75,1550,0,3,3,7,415000
1999,4,2.5,1904,0,0,5,7,365000
1975,4,1.5,1400,0,0,3,7,257000
2005,3,2.5,2140,0,0,3,8,420000
1943,3,1.75,1320,0,0,5,7,338995
1948,3,1.75,2620,0,0,4,7,615000
1996,4,0.5,2300,0,0,3,8,312500
1996,4,2.5,2000,0,0,3,8,513000
1952,4,2.75,2960,0,3,3,9,857500
1977,3,2.75,2700,0,1,4,10,1.06E+06
1958,3,1.75,1740,0,3,4,8,585000
2003,2,2.5,1770,0,0,3,7,350500
1947,3,2,1290,0,0,3,7,215000
1962,4,2,1450,0,0,4,7,440000
1985,3,2.25,1420,0,0,4,7,270000
1924,3,0.75,1330,0,0,5,7,385000
1927,3,1.75,1760,0,3,4,7,688500
1912,3,1.75,2010,0,0,5,7,700000
1960,5,2,2560,0,0,3,8,585000
1983,2,1.5,1260,0,0,4,7,401000
1972,4,2.25,2420,0,0,4,8,655000
1959,3,1,1010,0,0,3,6,317000
1970,4,2.5,1770,0,0,4,6,500000
1943,2,1,890,0,0,3,6,314963
1925,3,1.5,1670,0,2,5,7,715000
1992,3,2.25,1360,0,0,3,7,280000
1988,3,2.5,2120,0,0,3,9,531000
1998,3,2.5,1910,0,0,3,8,617000
1940,4,1,1480,0,0,3,7,440000
1955,3,1,1090,0,0,4,7,140000
1973,4,1.75,1670,0,0,5,8,661000
1973,4,1.75,1670,0,0,5,8,697000
1969,5,2.75,3650,0,0,5,9,1.20E+06
1969,4,2,1970,0,0,5,8,535000
1910,2,2,1320,0,0,4,6,404500
1954,3,1,1710,0,0,3,7,396500
1977,3,2.25,1740,0,0,4,8,450000
1988,3,3.25,2200,0,0,3,8,605000
1999,3,2,2010,0,2,3,9,699000
1985,3,3,3910,0,0,3,11,805000
1947,1,0.75,470,0,0,3,4,156000
1984,4,2.5,2330,0,0,4,8,595000
1929,3,1.75,1930,0,0,3,6,285000
2007,4,2.5,3270,0,0,3,9,725000
1985,3,2.5,1650,0,0,3,8,216300
1983,4,2.75,2220,0,0,4,7,410000
1916,2,1.75,2470,0,3,4,7,597000
1977,3,1,1300,0,0,4,7,325000
1966,5,2.75,2530,0,0,5,7,355000
1961,3,1.5,2400,0,0,3,7,338000
1999,4,2.25,1500,0,0,3,7,210000
1967,4,1.75,1700,0,0,3,7,423000
1977,4,1.5,2120,0,0,4,7,249500
2002,4,2.5,2240,0,0,4,8,325000
1987,3,1.75,1540,0,0,4,7,257000
1978,3,1.75,1890,0,3,3,8,550000
1920,3,1,1260,0,0,4,7,490000
1983,2,1.5,1160,0,0,3,7,299000
1960,2,1,1300,0,0,4,6,295000
1978,4,2.5,3220,0,0,3,8,630000
1962,4,1.5,2020,0,0,5,7,320000
1959,4,2.5,2990,0,0,5,8,1.11E+06
1953,4,1,1420,0,0,4,7,398000
1956,3,1,1020,0,0,3,7,218000
1988,4,2.75,2400,0,0,3,8,590000
1982,5,3,3640,0,3,3,10,1.60E+06
2007,2,2.25,1550,0,0,3,8,348500
2006,2,2,1870,0,0,3,8,592500
1995,3,2.5,2340,0,0,3,8,505000
2014,5,4.25,3350,0,0,3,10,1.43E+06
1921,3,1,1710,0,0,5,7,502000
1940,2,2,1180,0,0,3,7,257500
1966,3,1.5,1600,0,0,3,7,405000
1959,3,1.75,1300,0,0,4,7,427000
1955,3,1.5,1040,0,0,4,7,290000
1954,3,1,1220,0,0,3,7,222000
2002,3,2.5,2240,0,0,3,8,315000
1959,3,1.5,1420,0,0,3,7,371000
1988,3,1.75,1580,0,0,3,7,279900
1938,3,1.5,2390,0,0,2,7,250000
1977,4,2.25,2260,0,0,4,8,599000
1964,3,1.75,1890,0,0,4,7,267300
1949,2,1.75,1830,0,2,4,7,585000
1969,3,1.75,1000,0,0,3,6,350000
1961,3,1.75,2180,0,0,3,8,506000
1962,6,2,2320,0,0,4,8,400000
1921,3,1,840,0,0,3,6,151100
1921,3,1,840,0,0,3,6,251000
1977,4,2.25,2350,0,0,4,8,555000
1997,3,1.75,2040,0,0,3,7,467500
1996,4,2.5,2370,0,0,3,8,479000
1962,5,2,1590,0,0,5,7,247000
1977,3,1,1380,0,0,3,7,299500
1980,4,1.5,1940,0,0,3,7,306888
2001,4,2.5,3320,0,0,3,9,675000
1947,2,1,1090,0,0,4,7,577000
1967,3,1.5,1650,0,0,3,7,219950
1940,3,1.5,1110,0,0,3,6,375000
1942,4,2.5,2110,0,0,5,7,650000
1900,3,3,1850,0,0,2,6,975000
1920,1,1,600,0,0,3,6,229000
1926,5,2.5,2760,0,0,3,8,575000
1962,4,1.75,2970,0,4,5,9,815000
1979,3,1.75,2300,0,0,4,7,525000
2001,3,2.5,2030,0,0,3,8,471000
1942,4,1.75,2160,0,0,4,8,450000
1926,3,2,1650,0,0,4,7,590000
2004,4,2.5,3140,0,0,3,8,744000
1986,4,2.25,2690,0,0,4,9,460000
1960,5,2.5,1940,0,0,4,7,299000
1940,4,1,1220,0,0,5,6,231000
1975,3,1,1300,0,0,4,6,195000
1979,3,1.75,1660,0,0,3,7,305000
1916,4,1.5,3390,0,0,4,8,895000
1950,4,1.5,2310,0,0,3,7,1.11E+06
1941,2,1,950,0,0,4,7,339000
1924,4,3.75,2400,0,0,3,7,885000
1944,3,1,1780,0,0,5,6,375000
1958,4,1.5,1280,0,0,3,7,367400
1953,4,2,1930,0,0,3,7,700000
1966,5,2.25,2560,0,0,4,8,667000
1906,2,1,920,0,0,4,6,200000
1971,3,2.5,1900,0,0,3,8,552775
1900,3,2,2270,0,0,4,6,452000
1978,3,2.5,2080,0,0,5,8,418000
1968,3,1.75,1460,0,0,3,8,601500
1976,3,1.75,1670,0,0,4,8,600000
1998,4,2.5,2810,0,0,3,9,340000
1994,3,2.5,2370,0,0,3,8,310000
1972,2,1.75,1700,0,0,3,8,290000
1941,2,1,1630,0,0,3,7,438000
1939,4,2.75,2930,0,0,5,8,718000
1949,2,1,860,0,0,5,6,200000
1994,3,2,1980,0,0,3,9,479900
1987,3,2.5,2080,0,0,3,9,400000
1957,3,1,1060,0,0,4,7,219950
2000,3,2.5,1590,0,0,3,7,300000
1959,3,2.25,1980,0,0,3,7,437000
1971,4,2,1720,0,0,3,7,350000
1954,4,1.75,1350,0,0,4,7,626000
1978,3,2.5,2080,0,0,3,8,490000
2002,3,2.5,2090,0,0,3,8,289000
2008,3,2.5,2030,0,0,3,7,595000
1989,3,2.25,2680,0,0,3,9,676000
1980,3,1.75,1820,0,0,3,7,389000
1983,3,2,1300,0,0,4,7,240000
1993,4,2.5,2210,0,0,3,8,382500
1963,3,2,1400,0,0,4,7,511555
1917,3,1.75,2040,0,0,4,8,710500
1985,3,2.5,2420,0,0,3,8,429000
1962,4,1.75,1920,0,0,4,7,170000
1975,4,3.25,3860,0,4,4,10,2.14E+06
1979,5,2.75,2760,0,0,3,7,480000
1993,4,3.75,3450,0,4,4,10,1.67E+06
1947,3,1,1040,0,0,3,6,225000
1975,3,1.75,2220,0,2,3,8,615000
1991,4,2.5,2470,0,3,3,7,438950
1962,3,1.75,1300,0,0,4,7,242000
1989,3,2.5,1960,0,0,3,8,560000
1928,3,1.5,2040,0,2,5,8,857500
1999,4,2.5,3030,0,0,3,9,685000
1977,4,3,2260,0,0,4,7,486000
1987,3,2.5,2670,0,0,3,9,749000
1986,3,2.5,1520,0,0,3,7,260000
1930,3,1.75,3610,0,2,3,10,1.02E+06
1942,3,1.75,1130,0,0,4,7,565000
1991,3,2,1480,0,0,3,7,355000
1970,5,2,3540,0,3,3,9,775000
1963,4,2.25,2100,0,0,4,7,335000
1937,5,4,3366,0,2,3,8,1.30E+06
1903,3,1.75,1810,0,0,4,7,545000
1926,3,1.75,1680,0,0,4,7,540000
1962,3,1.75,2450,0,2,4,8,687500
1962,1,2,1150,0,0,4,7,115000
1962,1,2,1150,0,0,4,7,227000
2003,4,2.5,3240,0,2,3,9,870000
1984,4,2.5,3480,0,0,4,11,1.19E+06
2006,4,2.5,2800,0,0,3,9,375000
1960,3,2.75,3240,0,2,3,8,902000
1978,2,1.5,1480,0,0,4,6,269500
1909,3,1,1700,0,0,4,6,570000
1939,2,1,1240,0,0,4,7,359950
2008,4,3.5,3720,0,0,3,10,1.45E+06
2001,3,2.5,1910,0,0,3,8,615000
1960,4,2,2120,0,0,4,7,250000
2002,4,2.5,3020,0,0,3,7,530000
1987,3,2,2250,0,0,3,7,474950
1947,4,2,1650,0,0,5,7,490000
2007,2,1.5,880,0,0,3,7,210000
1957,3,1,1860,0,0,3,7,265500
2008,5,3.25,3840,0,3,3,10,1.46E+06
2006,4,2.25,2192,0,0,3,8,310000
2003,3,2.5,1590,0,0,3,7,324500
1962,4,4.75,3700,0,0,4,7,599000
2005,4,2.5,3670,0,0,3,10,525000
1953,3,1,1630,0,0,5,7,400000
1951,3,3,4230,0,3,3,9,887500
1932,2,1,1060,0,0,4,6,344000
1991,3,2.5,2700,0,0,3,9,525000
1975,3,2.25,2110,0,0,3,8,385000
1999,4,2.5,3720,0,0,3,10,820000
2006,4,3.5,3440,0,0,3,11,1.31E+06
1985,4,2.25,2420,0,0,4,8,549000
1929,3,1,1090,0,0,3,7,180000
1998,4,2.5,2910,0,2,3,8,589000
1948,3,1,1050,0,0,3,7,350000
1965,3,2,1610,0,0,4,7,197400
1986,3,2.5,1760,0,0,4,8,267000
1977,3,1.5,1540,0,0,3,7,480000
1959,4,2.5,2580,0,0,4,8,650000
1905,2,1,1370,0,0,3,7,600000
2005,2,1.75,1440,0,0,3,8,490000
1962,3,1,1410,0,0,3,7,225000
1959,3,2.25,1980,0,0,3,8,640000
2000,3,3.5,2440,0,0,3,7,710000
1986,3,2,1350,0,0,3,7,325000
1985,3,3.25,3130,0,0,3,9,595000
1950,3,1,880,0,0,3,5,128750
1961,3,2.25,1920,0,0,3,7,465000
1937,4,1.75,2700,0,0,4,8,710000
1917,4,2.75,1670,0,0,5,7,605000
1963,4,2.5,3470,0,0,4,10,994000
1983,3,2.25,1820,0,0,3,8,489950
1950,3,1.5,1310,0,0,3,7,365000
1998,3,2,1790,0,0,4,8,359950
2006,4,2.5,2460,0,0,3,8,495000
1973,3,1.5,1060,0,0,3,7,255000
1961,3,1.75,1340,0,0,4,7,330000
1971,3,1.75,1480,0,0,4,8,450000
2005,4,2.5,3500,0,2,3,9,655000
1969,4,2.75,2910,0,2,4,9,485000
1974,4,1.75,1940,0,0,3,8,375000
2003,4,2.5,2280,0,0,3,8,570000
1998,3,2.25,1190,0,0,3,8,350000
1951,3,1,1260,0,3,3,7,550000
1965,5,2,2270,0,0,3,7,513000
1965,4,2.25,1990,0,0,4,7,450000
1901,4,1.75,1500,0,0,5,7,432500
1989,5,2.75,2060,0,3,5,7,432000
1983,3,2.25,1950,0,0,3,8,480000
1980,3,1.75,1790,0,0,3,7,402200
1951,3,1,1520,0,0,4,6,650000
1984,4,2.5,3240,0,0,4,9,1.20E+06
1977,3,2,2440,0,0,4,8,312000
1916,4,2,2220,0,0,4,7,610000
1915,5,1.75,2640,0,0,4,7,823000
1925,4,1.75,1450,0,0,4,7,471000
1987,3,2.25,1550,0,0,3,8,481015
1988,5,4.5,6200,0,1,4,11,1.96E+06
1980,4,3.25,2810,0,0,3,8,624000
1970,4,2.5,2080,0,0,3,7,480000
1955,3,1.5,1370,0,0,3,7,815000
1966,4,2.25,2920,0,0,4,11,1.65E+06
1940,3,1,1000,0,0,3,6,180000
1984,2,1.75,1210,0,0,3,7,156601
2004,4,2.5,2790,0,0,3,8,374950
1908,2,1.5,1660,0,0,5,6,368000
1950,3,2,1650,0,0,3,7,550000
1980,3,1.75,1300,0,0,3,7,198000
1968,3,1.75,1090,0,0,3,7,345000
1959,5,2.5,2660,0,0,5,9,1.71E+06
1909,3,1,940,0,0,4,5,185900
1978,3,2.75,2750,0,2,5,9,950000
1998,4,4.5,3850,0,2,3,10,995000
1940,2,1,860,0,0,3,7,345000
1962,4,2.75,2070,0,0,3,7,741000
2007,2,2.25,2290,0,0,3,8,737000
1964,4,2.5,2340,0,2,3,8,668750
1974,3,1.75,2680,0,0,5,8,575000
1976,4,2,1710,0,0,5,8,280000
1955,3,1.5,1800,0,0,3,7,583000
1966,3,2.25,1510,0,0,1,7,196000
1994,3,2.5,1700,0,0,3,8,349950
1912,4,1,1350,0,0,3,7,429000
1967,5,2.5,2140,0,0,4,7,270000
1969,6,4,2700,0,0,3,7,385000
1906,1,1,920,0,3,4,7,535000
1958,3,1.75,1500,0,0,3,7,352500
1922,3,1.75,1510,0,0,4,7,624000
1962,5,1.5,1980,0,0,3,7,215000
1980,4,3,4500,0,2,3,9,870000
2006,4,2.5,3220,0,0,3,8,440000
2001,2,1.5,1140,0,0,3,7,518000
1993,3,2.25,1490,0,0,3,7,259500
1993,4,3.25,4360,0,0,3,10,795127
1955,3,1,960,0,0,4,7,290000
1957,4,3,2253,0,0,3,7,385000
1948,2,1,770,0,0,3,6,259950
1999,2,2.5,1310,0,0,3,8,330000
1948,3,1,980,0,0,3,6,280000
1987,4,2.5,1820,0,0,3,8,595000
2001,4,3.75,3980,0,0,3,10,925900
1978,3,2.25,3010,0,0,3,8,499000
1993,4,2.5,1830,0,0,3,8,325000
1953,5,2.5,2550,0,0,4,9,895000
1944,2,1,800,0,0,4,6,162248
1941,3,2.25,2890,0,4,3,8,1.07E+06
1958,3,1.5,1810,0,0,3,7,430000
1958,3,1.5,1810,0,0,3,7,615500
1949,3,1,940,0,0,3,6,260000
1973,4,2,1810,0,0,4,7,295000
1951,3,1.75,2550,0,0,3,9,1.19E+06
2008,4,2.5,2370,0,2,3,9,749950
1931,6,1,1370,0,0,3,6,175000
1931,6,1,1370,0,0,3,6,415000
1953,3,1,1200,0,0,4,6,190000
1912,3,1.75,2100,0,0,5,7,625000
1995,3,2.25,2020,0,0,3,7,420000
1965,4,1.5,1570,0,2,3,7,339900
1980,2,1,1140,0,0,3,8,160000
2002,4,2.5,1830,0,0,3,7,353000
1982,3,2,1010,0,0,3,8,390000
1971,4,2.5,1770,0,2,3,8,675000
2006,3,2.5,2120,0,0,3,7,400000
2003,4,3.5,3190,0,3,3,10,1.34E+06
1951,4,2.5,2780,0,1,5,8,1.65E+06
1912,5,3,3350,0,0,5,8,1.00E+06
1972,5,3.5,3450,0,0,5,8,850000
1983,3,1.5,1060,0,0,4,6,275000
2000,3,2.5,1670,0,0,3,8,450000
1957,4,1.75,2251,0,1,4,8,305000
1929,3,2.5,1770,0,0,3,7,643002
1978,2,1.75,1510,0,0,3,8,468000
2004,4,2.5,1770,0,0,3,7,324950
1987,3,2,1260,0,0,3,7,290000
1981,3,2,1710,0,0,4,7,488500
1950,3,1.75,2290,0,0,4,7,367950
1956,2,1,790,0,0,2,6,285000
1991,3,2.75,1820,0,0,3,8,417000
1978,4,2.5,3180,0,0,4,10,1.12E+06
1978,4,4,5280,0,3,3,11,1.55E+06
1995,3,2.5,3240,0,2,3,10,604000
1986,3,2.5,2390,0,0,4,8,380000
2003,4,2.5,2500,0,0,3,7,336500
1900,4,2,2290,0,3,5,7,685000
2003,5,6,7440,0,0,3,12,4.21E+06
1946,3,1,1600,0,1,3,7,670000
1910,2,1,1120,0,0,3,7,524000
1968,3,1,1340,0,0,3,7,172000
1911,6,2,1670,0,0,5,7,680000
1987,4,3,2830,0,0,4,8,549900
1988,4,2.75,2700,0,0,4,9,357000
1973,3,1.5,910,0,0,3,6,107000
1973,3,1.5,910,0,0,3,6,232900
1926,4,3.5,2370,0,0,3,8,800000
1999,2,1.5,880,0,0,3,7,248500
1956,3,2.5,2050,0,3,3,8,670000
1958,3,1.75,1180,0,0,4,6,207000
1961,3,1,1070,0,0,3,7,164000
1954,2,1,1380,0,0,3,7,570500
1978,3,2.25,2680,0,0,3,8,599990
1961,5,1.75,2100,0,0,3,7,395000
2000,4,3.75,4133,0,0,3,11,979500
1928,3,1,920,0,0,2,6,207000
1928,3,1,920,0,0,2,6,237000
1973,2,1,1750,0,0,4,7,650100
1963,4,2.5,1950,0,0,3,7,385000
1958,2,1.75,1660,0,0,3,7,335000
1996,4,1.5,2670,0,0,3,8,347000
1954,3,1,980,0,0,4,6,204000
1971,4,2.25,1780,0,0,3,8,615000
1980,3,2.25,2370,0,0,4,7,943500
1941,3,2,1640,0,0,4,7,560000
1975,4,2.5,2610,0,0,2,8,547500
1968,4,1.75,2030,0,0,3,7,359500
1987,3,2.5,2590,0,0,3,9,660000
1988,3,1.75,1620,0,0,3,7,258000
1980,3,1.75,2040,0,0,4,8,355000
1948,2,1,810,0,0,3,7,253500
1969,3,1,1270,0,0,5,7,422500
1986,2,2,1470,0,0,3,7,239000
1984,3,2.25,1720,0,0,4,7,628000
2004,2,2.5,1320,0,0,3,8,352000
2007,3,2.25,1358,0,0,3,7,311600
1964,4,1.5,2070,0,0,4,7,235000
1968,5,2.25,2910,0,0,4,9,870000
1970,4,1.5,1370,0,0,3,7,190848
1924,4,1.75,2340,0,0,5,7,570000
1940,4,4,2290,0,0,5,7,661254
1955,4,2,1650,0,0,3,7,575000
1931,2,0.75,650,0,0,4,5,230000
1980,3,2.25,2300,0,0,4,8,680000
1939,1,1,620,0,0,3,5,148000
1939,1,1,620,0,0,3,5,244900
1954,3,1,1400,0,0,3,6,214950
1947,3,1.5,1800,0,0,3,8,580000
1968,3,1.5,1300,0,0,3,7,263000
1962,5,2.5,2360,0,0,4,7,317000
1963,4,3,3320,0,0,3,7,302000
1949,3,1,1480,0,0,4,8,899000
1956,3,2.5,2190,0,0,3,8,1.29E+06
1990,3,3.25,3740,0,0,3,11,710000
1980,3,1,1360,0,0,4,7,230000
1941,3,1,1210,0,0,3,6,430000
2004,5,4.25,4610,0,4,3,11,1.17E+06
1927,3,1,860,0,0,4,7,397000
2003,3,2.5,2250,0,0,3,8,595000
1976,3,1.75,2030,0,0,4,8,485000
1950,5,2.5,3260,0,1,4,8,755000
1953,3,1,1840,0,0,4,7,185000
1953,3,1,1840,0,0,4,7,340000
1997,4,2.75,2000,0,0,3,7,236000
1992,4,2.5,2810,0,0,3,9,550000
1925,3,2,1780,0,0,5,7,680000
1997,4,2.5,2540,0,0,3,9,630000
1971,3,2,2340,0,1,5,7,560000
1943,3,2,1480,0,2,3,7,385000
2007,3,2.25,1358,0,0,3,7,280000
1979,3,2.5,1750,0,0,4,7,225000
1990,4,1.75,1830,0,0,3,8,610000
1947,3,2,1170,0,0,5,7,592500
1992,4,2.75,3170,0,0,3,10,750000
1977,4,1,1530,0,0,3,7,164000
1947,2,1,1100,0,0,4,7,320000
1994,4,2.5,2030,0,0,3,8,544000
1978,3,1.75,1870,0,0,5,8,344950
1990,3,2.5,3080,0,0,3,10,539500
1968,4,1.75,2480,0,0,4,7,420000
1926,2,1,910,0,0,1,6,305000
1955,2,1,810,0,0,3,6,229000
2001,5,3.5,3990,0,0,3,11,1.07E+06
2005,3,2.25,1430,0,0,3,8,397500
1928,4,2,2190,0,0,4,6,540000
1985,4,2.5,2290,0,0,3,8,650000
1942,6,4,3020,1,4,3,8,1.90E+06
2005,2,1.75,2260,0,2,3,9,649000
1936,5,2,2020,0,0,4,7,287500
1949,4,2.75,2620,0,2,4,8,815000
2001,2,2.5,2830,0,0,3,10,795000
1976,3,1.75,1700,0,0,4,8,502775
1944,2,1,1110,0,0,3,6,222900
1969,4,3,2150,0,0,3,8,399950
1994,4,2.5,2650,0,0,3,9,728000
1994,5,3.5,3870,0,0,3,10,850000
1998,4,2.75,2530,0,0,3,8,525000
1910,3,1,1450,0,0,5,7,257000
2009,3,2.5,2200,0,0,3,8,433500
1969,4,1.75,1890,0,0,4,7,314950
1977,3,1.75,1530,0,0,3,7,500000
1956,3,1.5,1590,0,0,3,7,300000
1985,4,2.5,2690,0,0,3,8,645000
1972,3,1,990,0,0,3,7,222500
1976,3,1.75,1300,0,0,4,7,275000
1909,3,1.5,1720,0,0,4,8,498000
1958,3,1.75,2080,0,0,3,7,800000
1994,3,2.5,1840,0,0,3,8,297000
1997,5,3.5,4010,0,3,3,9,625000
2003,4,2.5,3560,0,0,3,9,770000
1930,3,2.25,1640,0,0,3,8,517000
1941,1,1,530,0,0,5,5,238000
1946,3,1,1990,0,0,3,7,234550
1973,3,2.25,1690,0,1,3,7,230500
